2.67	0.99
6.85	3.01
5.71	6.03
7.52	6.11
6.76	5.49
7.61	2.18
4.05	9.08
6.24	6.51
6.67	5.02
6.91	11.66
2.53	4.68
2.75	4.84
4.84	9.64
0.05	3.56
3.84	11.16
4.55	5.35
7.54	1.36
7.06	11.94
1.49	2.08
1.84	6.06
14.66	23.03
1.99	18.85
11.56	28.49
14.16	26.88
3.05	22.94
6.04	26.57
11.55	16.16
5.18	28.02
12.67	27.04
4.12	25.78
5.41	19.71
10.84	20.74
1.73	23.33
5.79	27.73
6.32	25.06
13.41	17.16
14.26	29.47
8.87	28.13
5.24	19.9
2.3	20.58
14.04	23.63
9.97	19.11
5.68	19.6
11.96	16.44
3.08	26.04
12.54	17.94
10.81	20.68
9.95	27.59
9.37	28.57
6.94	18.7
13.45	20.52
4.24	20.27
12.47	15.21
1.78	19.33
13.37	28.87
11.89	15.86
1.31	28.64
5.33	18.98
0.14	24.67
12.03	18.13
7.25	26.18
11.72	20.21
11.73	29.96
14.77	15.33
7.07	28.34
14.09	22.39
13.41	16.95
6.33	25.22
2.08	20.63
0.85	26.97
0.14	16.05
12.72	16.79
11.13	15.64
2.31	26.82
11.05	28.34
7.03	24.49
13.58	29.86
4.08	23.56
14.45	25.81
6.93	26.65
11.35	21.11
8.36	28.53
10.57	23.13
4.33	28.42
14.82	18.79
9.79	18.27
10.08	29.62
11.99	20.36
12.06	29.61
13.03	20.36
11.91	29.69
1.68	29.79
11.3	27.39
9.48	23.23
5.1	18.71
1.67	29.72
1.94	21.42
0.81	20.35
5.57	25.4
4.04	18.47
8.37	19.97
7.68	19.78
0.45	18.58
12.36	23.81
7.79	24.36
9.42	24.55
4.46	27.72
6.1	15.23
0.54	29.29
8.81	21.26
2.85	19.57
8.87	16.31
12.13	22.05
11.21	28.19
8.41	22.59
8.26	22.89
12.66	17.6
11.27	15.43
4.24	27.33
10.22	17.97
1.56	24.22
2.09	24.47
4.98	26.58
2.39	22.28
2.1	18.7
11.73	28.38
3.06	15.22
11.53	29.01
5.15	16.03
7.35	19.01
11.95	26.81
12.64	25.38
3.88	29.9
1.58	17.25
6.56	16.38
7.66	28.27
11.23	27.38
14.1	17.69
7.82	23.65
8.33	28.55
0.28	27.67
4.38	19.59
11.7	16.51
12.26	23.6
7.56	20.4
6.69	17.38
6.72	28.57
13.3	29.34
12.8	24.26
14.7	20.26
3.58	28.61
10.46	25.29
10.52	22.52
3.26	22.16
3.6	16.36
2.86	24.15
4.93	16.68
12.44	28.28
12.31	16.73
10.73	27.94
1.48	22.65
7.4	28.55
4.39	29.3
11.21	20.93
7.32	23.16
5.14	19.08
1.44	22.75
9.65	28.21
7.15	29.54
1.15	23.72
3.05	17.27
11.74	18.36
6.16	25.9
5.6	22.24
3.58	24.48
11.69	18.3
8.19	26.09
21.51	20.11
19.99	23.35
21.16	22.94
22.99	18.39
23.52	14.52
26.86	17.91
26.84	15.17
23.14	15.61
24.74	23.41
25.54	25.11
21.78	26.63
21.32	15.86
19.58	23.05
23.39	23.37
24.02	22.94
22.89	20.54
24.3	15.61
23.93	13.85
22.22	21.61
22.54	22.23
23.73	21.5
19.81	24.85
21.86	18.37
24.91	24.62
26.65	17.8
26.45	14.25
21.47	21.14
20.97	15.72
21.71	29.06
24.28	22.73
23.2	14.5
25.36	14.05
23.94	13.88
25.02	25.5
19.32	24.25
26.55	29.79
19.7	19.23
24.49	28.72
22.53	24.75
26.96	18.2
25.89	27.94
23.82	19.91
23.69	28.12
20.53	26.43
24.95	17.52
21.74	28.54
22.31	25.71
24.18	29.6
22.28	23.43
20.92	23.26
26.89	22.09
26.17	27.33
22.48	23.67
24.92	25.91
21.79	22.28
22.16	18.88
24.03	21.03
24.98	28.12
23.12	14.22
23.04	18.57
22.87	20.22
26.42	13.19
19.54	20.72
23.99	22.89
21.58	14.22
24.55	28.49
23.22	18.66
22.86	28.89
26.66	15.43
21.12	29.6
24.17	23.28
20.78	22.89
22.67	27.3
24.33	28.67
21.63	16.99
24.26	17.04
23.29	23.95
24.65	25.72
22.44	24.59
23.07	15.42
26.11	18.74
19.57	23.75
23.78	22.92
25.99	20.99
22.83	14.5
19.64	14.78
19.48	28.57
24.74	29.63
21.97	24.86
25.22	18.07
25.74	23.17
23.82	29.07
26.9	28.43
19.88	14.81
23.04	22.18
19.93	14.59
21.57	23.59
21.47	24.11
21.96	14.02
22.84	14.34
21.82	20.11
23.7	29.04
20.79	20.01
22.85	23.08
21.78	17.91
26.77	22.79
24.39	14.72
22.99	21.83
19.21	13.3
21.52	25.98
26.28	21.2
19.74	14.03
20.11	21.81
23.72	20.72
26.87	20.23
19.23	16.49
26.57	17.8
23.51	20.11
21.9	20.76
20.55	17.22
20.16	20.25
22.06	24.62
25.01	29.51
21.92	23.22
19.61	21.37
26.7	15.89
19.12	25.15
25.74	28.6
22.54	28.67
20.83	17.1
22.27	16.08
23.22	15.01
19.59	14.69
23.91	29.42
20.63	16.09
20.67	27.98
23.32	26.65
19.55	16.14
19.16	19.26
20.12	18.86
24.1	22.36
23.42	26.85
25.58	13.21
20.65	26.47
25.2	25.2
23.5	17.28
26.28	27.51
20.55	21.63
26.83	21.71
20.81	21.93
25.46	15.39
25.64	26.2
22.46	20.28
24.08	17.3
23.43	21.47
21.83	21.02
19.5	17.45
24.18	18.82
24.12	13.26
23.94	18.34
27.53	17.29
27.36	15.55
25.22	15.82
26.94	17.6
26.08	17.78
26.34	17.21
24.19	14.33
28.34	18.26
23.85	17.34
24.04	13.05
25.35	17.97
28.89	17.56
27.55	18.39
25.97	14.41
27.29	14.75
23.64	15.17
23.93	14.99
24.72	17.12
25.31	17.49
28.87	14.53
24.39	18.5
23.53	13.23
28.11	13.73
25.75	14.46
25.32	16.33
28.21	14.57
28.05	18.55
28.08	17.82
27.66	18.06
27.29	17.41
23.45	14.98
24.35	18.54
25.6	16.78
24.61	13.48
25.1	14.83
23.59	17.25
24.43	16.91
23.58	16.83
28.12	13.76
26.47	16.12
23.21	15.19
26.32	15.7
28.08	14.94
26.83	14.6
28.22	14.35
28.3	13.2
25.19	18.46
24.68	14.83
25.93	13.02
24.97	18.28
24.85	14.42
26.82	18.12
25.68	14.02
26.48	15.65
28.89	16.63
24.9	18.76
24.7	15.22
24.72	14.57
23.03	17.72
26.51	16.31
25.75	18.5
24.53	15.41
25.53	13.26
24.15	15.08
25.29	16.01
28.92	16.84
28.34	15.45
24.37	14.18
25.35	18.52
28.5	13.27
24.85	17.67
28.57	14.97
23.38	16.27
27.83	15.16
28.79	17.19
26.24	13.43
23.39	18.08
23.43	15.1
27.88	15.73
26.51	18.69
26.45	13.84
28.18	18.8
26.83	15.6
25.23	17.75
26.37	15.88
26.37	14.22
27.42	15.22
25.07	14.33
27.96	18.22
24.42	17.63
23.25	14.31
27.56	16.26
27.15	14.95
23.21	16.96
25.17	17.09
27.31	14.44
27.99	13.15
28.95	16.25
27.99	14.19
23.69	16.13
27.37	14.46
28.05	17.23
26.21	16.43
23.61	18.18
24.99	18.35
25.31	14.66
24.11	18.2
27.43	13.31
23.24	17.47
26.35	17.39
28.36	13.02
28.1	13.4
26.66	14.63
28.3	16.56
26.28	15.02
25.11	16.09
27.27	13.04
28.39	18.68
27.14	14.37
25.93	18.61
26.17	16.8
25.31	14.87
23.36	17.11
25.99	13.04
25.3	15.64
26.66	16.64
24.35	16.79
26.05	16.28
23.94	18.3
26.67	15.17
27.17	17.71
24.17	17.4
27.59	16.42
28.77	18.69
24.18	15.52
26.97	17.48
28.1	17.01
24.54	17.81
26.47	16.97
24.95	16.28
26.5	13.27
24.77	14.51
24.8	18.41
26.49	18.66
23.83	14.38
28.18	17.79
23.45	14.38
25.06	16.65
26.87	18.88
25.56	18.62
24.99	13.47
23.21	16.81
26.13	16.88
27.91	16.59
30.1	0.37
26.85	1.12
27.03	0.33
28.1	1.16
28.49	2.87
28.82	0.72
28.2	1.36
27.6	0.93
27.15	2.9
29.8	0.7
29.85	0.78
30.78	1.6
28.22	0.81
28.96	2.82
30.63	2.73
30.56	1.31
30.46	0.81
26.89	2.15
26.74	1.94
29.86	1.74
29.85	1.75
28.37	0.41
26.34	1.23
30.38	2.23
26.28	2.16
30.79	0.09
26.26	1.78
26.45	0.27
30.13	0.98
29.07	2.52
27.99	0.12
28.45	1.73
27.81	1.8
27.22	0.47
26.83	0.12
26.81	2.65
28.19	0.27
27.46	1.43
27.63	2.65
26.33	0.93
27.87	0.75
28.53	2.6
27.37	2.35
29.75	2.01
28.44	0.96
26.88	2.76
28.73	1.09
26.92	2.17
30.68	0.87
29.71	1.51
26.87	1.08
26.28	0.63
30.58	2.83
28.65	1.87
28.13	2.29
30.51	1.63
30.83	0.56
28.62	2.95
28.71	1.44
29.43	1.01
30.08	1.86
30.64	0.21
27.61	1.49
30.53	2.69
26.98	2.39
28.59	0.69
29.4	0.96
29.07	1.96
27.43	1.85
30.31	1.35
26.16	1.65
26.92	1.7
30.76	0.78
28.35	0.98
29.08	1.97
26.14	1.45
29.17	1.25
30.51	2.27
26.45	1.06
28.83	1.57
30.42	0.31
30.41	0.81
30.89	2.29
28.72	0.49
28.42	2.69
26.7	0.56
27.35	1.75
26.92	0.71
28.62	2.48
30.95	1.61
30.07	2.88
27.61	0.35
30.64	2.87
28.62	0.01
27.66	1.44
28.41	0.9
30.29	0.74
29.13	1.48
26.17	2.23
26.76	0.95
27.19	1.99
30.73	2.97
30.18	0.23
27.35	1.76
28.78	2.43
29.29	1.94
30.91	2.5
29.34	1.96
28.72	0.35
28.07	0.09
27.23	1.54
30.85	0.96
27.05	2.04
29.34	2.51
26.04	2.82
27.68	1.25
28.31	1.51
30.98	2.05
26.81	0.88
30.24	1.19
26.35	0.09
28.98	0.36
29.14	0.82
30.84	1.55
27.97	0.76
27.06	1.57
26.12	0.8
30.01	0.68
27.98	0.06
26.81	0.14
28.53	0.15
29.36	1.59
27.3	1.38
28.97	0.51
28.6	0.47
26.7	0.54
27.47	0.56
28.51	2.56
28.19	0.15
26.49	0.98
29.87	1.9
26.06	1.08
27.82	2.96
30.76	2.01
28.17	1.4
28.93	2.8
30.13	1.91
28.36	0.37
26.65	1.3
29.76	0.33
28.1	1.17
26.42	0.98
30.48	2.23
29.64	1.93
26.69	2.45
28.76	2.14
28.28	2.82
29.99	0.97
26.73	1.67
